Stock market proxy (CRPS NYSE, Amex and Nasdaq value-weighted index of all listed shares - value weighted daily return)
DATE,vwretd
1988-03-14,0.004074
1988-03-15,-0.000410
1988-03-16,0.007715
1988-03-17,0.008568
1988-03-18,0.000232
1988-03-21,-0.007381
1988-03-22,0.000839
1988-03-23,0.001975
1988-03-24,-0.017357
1988-03-25,-0.014355
1988-03-28,-0.003738
1988-03-29,0.007401
1988-03-30,-0.005930
1988-03-31,0.003589
1988-04-04,-0.008695
1988-04-05,0.006661
1988-04-06,0.021472
1988-04-07,0.003115
1988-04-08,0.010830
1988-04-11,0.003143
1988-04-12,0.004725
1988-04-13,0.000035
1988-04-14,-0.036314
1988-04-15,-0.001347
1988-04-18,-0.000504
1988-04-19,-0.002498
1988-04-20,-0.006680
1988-04-21,-0.000425
1988-04-22,0.010678
1988-04-25,0.007246
1988-04-26,0.005979
1988-04-27,0.000416
1988-04-28,-0.003593
1988-04-29,-0.002128
1988-05-02,0.000112
1988-05-03,0.005290
1988-05-04,-0.007139
1988-05-05,-0.005183
1988-05-06,-0.003325
1988-05-09,-0.004081
1988-05-10,0.002391
1988-05-11,-0.015330
1988-05-12,0.002621
1988-05-13,0.009272
1988-05-16,0.005951
1988-05-17,-0.008808
1988-05-18,-0.014658
1988-05-19,0.002625
1988-05-20,0.001509
1988-05-23,-0.006961
1988-05-24,0.008283
1988-05-25,0.002060
1988-05-26,0.003467
1988-05-27,-0.003383
1988-05-31,0.026704
1988-06-01,0.016352
1988-06-02,-0.003372
1988-06-03,0.004588
1988-06-06,0.002788
1988-06-07,-0.004459
1988-06-08,0.019252
1988-06-09,-0.001088
1988-06-10,0.003188
1988-06-13,0.000843
1988-06-14,0.008679
1988-06-15,0.000928
1988-06-16,-0.012378
1988-06-17,0.001668
1988-06-20,-0.004837
1988-06-21,0.008099
1988-06-22,0.012243
1988-06-23,-0.001108
1988-06-24,-0.001849
1988-06-27,-0.013034
1988-06-28,0.009365
1988-06-29,-0.003346
1988-06-30,0.008469
1988-07-01,-0.003512
1988-07-05,0.010905
1988-07-06,-0.010270
1988-07-07,-0.000276
1988-07-08,-0.004532
1988-07-11,0.001065
1988-07-12,-0.007500
1988-07-13,0.003013
1988-07-14,0.002887
1988-07-15,0.004613
1988-07-18,-0.003870
1988-07-19,-0.006931
1988-07-20,0.004322
1988-07-21,-0.009875
1988-07-22,-0.009766
1988-07-25,0.002557
1988-07-26,0.001542
1988-07-27,-0.007999
1988-07-28,0.009565
1988-07-29,0.017264
1988-08-01,0.001980
1988-08-02,0.000116
1988-08-03,0.002871
1988-08-04,-0.001999
1988-08-05,-0.002831
1988-08-08,-0.002968
1988-08-09,-0.010807
1988-08-10,-0.016197
1988-08-11,0.002308
1988-08-12,-0.000621
1988-08-15,-0.012248
1988-08-16,0.005780
1988-08-17,0.001116
1988-08-18,0.001595
1988-08-19,-0.001110
1988-08-22,-0.010852
1988-08-23,-0.000230
1988-08-24,0.012477
1988-08-25,-0.006016
1988-08-26,0.001794
1988-08-29,0.008745
1988-08-30,0.001071
1988-08-31,-0.001882
1988-09-01,-0.010521
1988-09-02,0.018468
1988-09-06,0.003743
1988-09-07,0.001178
1988-09-08,0.001244
1988-09-09,0.003476
1988-09-12,-0.000763
1988-09-13,0.002627
1988-09-14,0.005929
1988-09-15,-0.003263
1988-09-16,0.006757
1988-09-19,-0.004432
1988-09-20,0.003247
1988-09-21,0.001769
1988-09-22,-0.003229
1988-09-23,0.002165
1988-09-26,-0.002889
1988-09-27,-0.001999
1988-09-28,0.002913
1988-09-29,0.010766
1988-09-30,-0.000256
1988-10-03,-0.002777
1988-10-04,-0.001527
1988-10-05,0.003805
1988-10-06,0.001960
1988-10-07,0.015916
1988-10-10,0.001134
1988-10-11,-0.000988
1988-10-12,-0.011645
1988-10-13,0.003119
1988-10-14,0.001373
1988-10-17,0.002251
1988-10-18,0.008018
1988-10-19,-0.006202
1988-10-20,0.016291
1988-10-21,0.001971
1988-10-24,-0.003002
1988-10-25,-0.000141
1988-10-26,-0.002923
1988-10-27,-0.012591
1988-10-28,0.003491
1988-10-31,0.000531
1988-11-01,0.000563
1988-11-02,-0.000056
1988-11-03,0.001010
1988-11-04,-0.007441
1988-11-07,-0.009248
1988-11-08,0.003989
1988-11-09,-0.004913
1988-11-10,0.001292
1988-11-11,-0.017232
1988-11-14,-0.001802
1988-11-15,0.001813
1988-11-16,-0.014877
1988-11-17,0.001023
1988-11-18,0.005878
1988-11-21,-0.001248
1988-11-22,0.002898
1988-11-23,0.006276
1988-11-25,-0.004556
1988-11-28,0.003548
1988-11-29,0.007866
1988-11-30,0.009165
1988-12-01,-0.001301
1988-12-02,-0.001825
1988-12-05,0.008551
1988-12-06,0.008054
1988-12-07,0.001460
1988-12-08,-0.004302
1988-12-09,0.001442
1988-12-12,-0.001510
1988-12-13,-0.001415
1988-12-14,-0.002845
1988-12-15,-0.002919
1988-12-16,0.006386
1988-12-19,0.007059
1988-12-20,-0.002808
1988-12-21,-0.000239
1988-12-22,-0.000522
1988-12-23,0.003982
1988-12-27,-0.002733
1988-12-28,0.001370
1988-12-29,0.006717
1988-12-30,-0.001618
1989-01-03,-0.007608
1989-01-04,0.013025
1989-01-05,0.002884
1989-01-06,0.003047
1989-01-09,0.001606
1989-01-10,-0.001983
1989-01-11,0.004670
1989-01-12,0.004052
1989-01-13,0.001730
1989-01-16,0.001512
1989-01-17,-0.001782
1989-01-18,0.008992
1989-01-19,0.001955
1989-01-20,0.000035
1989-01-23,-0.005602
1989-01-24,0.009982
1989-01-25,0.002790
1989-01-26,0.008073
1989-01-27,0.006218
1989-01-30,0.003442
1989-01-31,0.007450
1989-02-01,0.000203
1989-02-02,0.000416
1989-02-03,0.001445
1989-02-06,-0.001253
1989-02-07,0.010258
1989-02-08,-0.001580
1989-02-09,-0.006801
1989-02-10,-0.011997
1989-02-13,0.000511
1989-02-14,-0.000505
1989-02-15,0.007335
1989-02-16,0.002214
1989-02-17,0.005356
1989-02-21,-0.001918
1989-02-22,-0.014061
1989-02-23,0.002977
1989-02-24,-0.012898
1989-02-27,0.000807
1989-02-28,0.003373
1989-03-01,-0.003356
1989-03-02,0.008542
1989-03-03,0.003951
1989-03-06,0.009950
1989-03-07,-0.001291
1989-03-08,0.001053
1989-03-09,-0.000470
1989-03-10,-0.002281
1989-03-13,0.006157
1989-03-14,-0.000413
1989-03-15,0.004033
1989-03-16,0.007890
1989-03-17,-0.019599
1989-03-20,-0.009418
1989-03-21,0.004690
1989-03-22,-0.002472
1989-03-23,-0.003646
1989-03-27,0.003599
1989-03-28,0.003684
1989-03-29,0.002497
1989-03-30,0.000887
1989-03-31,0.007690
1989-04-03,0.004392
1989-04-04,-0.002066
1989-04-05,0.002956
1989-04-06,-0.002217
1989-04-07,0.005629
1989-04-10,0.000289
1989-04-11,0.004267
1989-04-12,0.002071
1989-04-13,-0.006790
1989-04-14,0.013098
1989-04-17,0.000917
1989-04-18,0.011336
1989-04-19,0.003584
1989-04-20,-0.001687
1989-04-21,0.007517
1989-04-24,-0.001410
1989-04-25,-0.003950
1989-04-26,0.001343
1989-04-27,0.007119
1989-04-28,0.000953
1989-05-01,-0.001275
1989-05-02,-0.001635
1989-05-03,0.000213
1989-05-04,-0.000110
1989-05-05,0.000502
1989-05-08,-0.004458
1989-05-09,-0.001660
1989-05-10,0.001814
1989-05-11,0.003136
1989-05-12,0.017940
1989-05-15,0.006695
1989-05-16,-0.001440
1989-05-17,0.006152
1989-05-18,0.002042
1989-05-19,0.007885
1989-05-22,0.002650
1989-05-23,-0.008575
1989-05-24,0.002081
1989-05-25,0.001191
1989-05-26,0.007072
1989-05-30,-0.005591
1989-05-31,0.004328
1989-06-01,0.004718
1989-06-02,0.009732
1989-06-05,-0.008005
1989-06-06,0.004801
1989-06-07,0.008566
1989-06-08,0.000404
1989-06-09,0.000075
1989-06-12,-0.000861
1989-06-13,-0.006234
1989-06-14,-0.000588
1989-06-15,-0.009897
1989-06-16,0.002773
1989-06-19,0.001049
1989-06-20,-0.001629
1989-06-21,-0.001630
1989-06-22,0.004267
1989-06-23,0.013911
1989-06-26,-0.002616
1989-06-27,0.005160
1989-06-28,-0.006380
1989-06-29,-0.017410
1989-06-30,-0.004577
1989-07-03,0.003392
1989-07-05,0.003773
1989-07-06,0.003847
1989-07-07,0.009160
1989-07-10,0.005370
1989-07-11,0.005075
1989-07-12,0.003341
1989-07-13,0.000999
1989-07-14,0.003876
1989-07-17,0.002250
1989-07-18,-0.002621
1989-07-19,0.010766
1989-07-20,-0.005055
1989-07-21,0.004215
1989-07-24,-0.005319
1989-07-25,0.000619
1989-07-26,0.010147
1989-07-27,0.010048
1989-07-28,0.001299
1989-07-31,0.009316
1989-08-01,-0.004174
1989-08-02,0.002343
1989-08-03,0.002551
1989-08-04,-0.001923
1989-08-07,0.012745
1989-08-08,0.001203
1989-08-09,-0.004196
1989-08-10,0.003758
1989-08-11,-0.007450
1989-08-14,-0.004566
1989-08-15,0.003596
1989-08-16,0.002347
1989-08-17,-0.002535
1989-08-18,0.003222
1989-08-21,-0.012024
1989-08-22,0.000207
1989-08-23,0.008831
1989-08-24,0.016580
1989-08-25,-0.001292
1989-08-28,0.003175
1989-08-29,-0.004273
1989-08-30,0.002722
1989-08-31,0.001612
1989-09-01,0.005803
1989-09-05,-0.001870
1989-09-06,-0.007779
1989-09-07,-0.001569
1989-09-08,0.001055
1989-09-11,-0.002691
1989-09-12,0.003400
1989-09-13,-0.007103
1989-09-14,-0.006954
1989-09-15,0.002028
1989-09-18,0.003590
1989-09-19,0.000879
1989-09-20,-0.000341
1989-09-21,-0.000809
1989-09-22,0.002869
1989-09-25,-0.006343
1989-09-26,0.001578
1989-09-27,0.001284
1989-09-28,0.008863
1989-09-29,0.002758
1989-10-02,0.004611
1989-10-03,0.009659
1989-10-04,0.005455
1989-10-05,0.000770
1989-10-06,0.004964
1989-10-09,0.002250
1989-10-10,-0.001551
1989-10-11,-0.005704
1989-10-12,-0.003664
1989-10-13,-0.053405
1989-10-16,0.016131
1989-10-17,-0.003916
1989-10-18,0.002856
1989-10-19,0.015212
1989-10-20,-0.000385
1989-10-23,-0.006405
1989-10-24,-0.005112
1989-10-25,-0.002363
1989-10-26,-0.010965
1989-10-27,-0.009056
1989-10-30,-0.000208
1989-10-31,0.013237
1989-11-01,0.003317
1989-11-02,-0.005966
1989-11-03,-0.001556
1989-11-06,-0.012811
1989-11-07,0.005108
1989-11-08,0.009643
1989-11-09,-0.002826
1989-11-10,0.006082
1989-11-13,0.001916
1989-11-14,-0.004108
1989-11-15,0.006037
1989-11-16,0.000406
1989-11-17,0.003131
1989-11-20,-0.005802
1989-11-21,-0.000514
1989-11-22,0.005434
1989-11-24,0.005800
1989-11-27,0.003835
1989-11-28,0.001217
1989-11-29,-0.004926
1989-11-30,0.004619
1989-12-01,0.010610
1989-12-04,0.002556
1989-12-05,-0.003210
1989-12-06,-0.002462
1989-12-07,-0.001890
1989-12-08,0.001980
1989-12-11,-0.001052
1989-12-12,0.006429
1989-12-13,0.002916
1989-12-14,-0.005133
1989-12-15,-0.003453
1989-12-18,-0.016629
1989-12-19,-0.004109
1989-12-20,0.001387
1989-12-21,0.005471
1989-12-22,0.008052
1989-12-26,-0.000510
1989-12-27,0.005115
1989-12-28,0.004632
1989-12-29,0.007902
1990-01-02,0.014433
1990-01-03,0.000022
1990-01-04,-0.006486
1990-01-05,-0.007631
1990-01-08,0.003075
1990-01-09,-0.009269
1990-01-10,-0.006844
1990-01-11,0.002619
1990-01-12,-0.022550
1990-01-15,-0.008903
1990-01-16,0.008722
1990-01-17,-0.006947
1990-01-18,0.000333
1990-01-19,0.003150
1990-01-22,-0.022214
1990-01-23,-0.000081
1990-01-24,-0.004773
1990-01-25,-0.009855
1990-01-26,-0.003405
1990-01-29,-0.002976
1990-01-30,-0.008592
1990-01-31,0.016312
1990-02-01,0.001097
1990-02-02,0.007203
1990-02-05,0.004264
1990-02-06,-0.004798
1990-02-07,0.010520
1990-02-08,-0.000555
1990-02-09,0.002516
1990-02-12,-0.008742
1990-02-13,0.001495
1990-02-14,0.002070
1990-02-15,0.007679
1990-02-16,-0.004366
1990-02-20,-0.012805
1990-02-21,-0.001966
1990-02-22,-0.003193
1990-02-23,-0.005441
1990-02-26,0.009423
1990-02-27,0.005183
1990-02-28,0.005599
1990-03-01,0.002961
1990-03-02,0.008011
1990-03-05,-0.003227
1990-03-06,0.010611
1990-03-07,-0.001645
1990-03-08,0.008561
1990-03-09,-0.004731
1990-03-12,0.001731
1990-03-13,-0.006391
1990-03-14,0.002619
1990-03-15,0.002671
1990-03-16,0.008939
1990-03-19,0.003920
1990-03-20,-0.005080
1990-03-21,-0.004066
1990-03-22,-0.011574
1990-03-23,0.004461
1990-03-26,0.001730
1990-03-27,0.007776
1990-03-28,0.001340
1990-03-29,-0.003040
1990-03-30,-0.001393
1990-04-02,-0.004029
1990-04-03,0.012721
1990-04-04,-0.005988
1990-04-05,-0.000996
1990-04-06,-0.002248
1990-04-09,0.002047
1990-04-10,0.001632
1990-04-11,-0.000101
1990-04-12,0.006810
1990-04-16,0.000896
1990-04-17,-0.000704
1990-04-18,-0.010032
1990-04-19,-0.007279
1990-04-20,-0.008564
1990-04-23,-0.010963
1990-04-24,-0.002231
1990-04-25,0.004541
1990-04-26,0.002074
1990-04-27,-0.010253
1990-04-30,0.004452
1990-05-01,0.004264
1990-05-02,0.005668
1990-05-03,0.003564
1990-05-04,0.007833
1990-05-07,0.005967
1990-05-08,0.003826
1990-05-09,0.001409
1990-05-10,0.004172
1990-05-11,0.019774
1990-05-14,0.007842
1990-05-15,-0.000891
1990-05-16,-0.000746
1990-05-17,0.002435
1990-05-18,0.001087
1990-05-21,0.009446
1990-05-22,0.001591
1990-05-23,0.002005
1990-05-24,-0.000576
1990-05-25,-0.008830
1990-05-29,0.013671
1990-05-30,0.001209
1990-05-31,0.001151
1990-06-01,0.005492
1990-06-04,0.010774
1990-06-05,-0.001530
1990-06-06,-0.003031
1990-06-07,-0.004297
1990-06-08,-0.010236
1990-06-11,0.006587
1990-06-12,0.010834
1990-06-13,-0.002080
1990-06-14,-0.004824
1990-06-15,-0.000685
1990-06-18,-0.014122
1990-06-19,0.003006
1990-06-20,0.001107
1990-06-21,0.002671
1990-06-22,-0.010011
1990-06-25,-0.007954
1990-06-26,-0.000954
1990-06-27,0.006606
1990-06-28,0.006728
1990-06-29,0.002203
1990-07-02,0.003127
1990-07-03,0.001884
1990-07-05,-0.009792
1990-07-06,0.006186
1990-07-09,0.002206
1990-07-10,-0.006086
1990-07-11,0.010540
1990-07-12,0.010528
1990-07-13,0.004701
1990-07-16,0.004133
1990-07-17,-0.004129
1990-07-18,-0.008366
1990-07-19,0.001465
1990-07-20,-0.007857
1990-07-23,-0.018045
1990-07-24,0.000487
1990-07-25,0.003915
1990-07-26,-0.002186
1990-07-27,-0.006223
1990-07-30,0.002878
1990-07-31,0.001627
1990-08-01,-0.001430
1990-08-02,-0.011008
1990-08-03,-0.017805
1990-08-06,-0.031547
1990-08-07,0.002031
1990-08-08,0.010735
1990-08-09,0.005941
1990-08-10,-0.010886
1990-08-13,0.006974
1990-08-14,0.002559
1990-08-15,0.002844
1990-08-16,-0.020331
1990-08-17,-0.014445
1990-08-20,-0.000830
1990-08-21,-0.019042
1990-08-22,-0.014791
1990-08-23,-0.031435
1990-08-24,0.013849
1990-08-27,0.030534
1990-08-28,0.000968
1990-08-29,0.007242
1990-08-30,-0.013141
1990-08-31,0.009347
1990-09-04,0.000922
1990-09-05,0.003995
1990-09-06,-0.009701
1990-09-07,0.007489
1990-09-10,-0.003173
1990-09-11,-0.001574
1990-09-12,0.003115
1990-09-13,-0.010234
1990-09-14,-0.005623
1990-09-17,0.002192
1990-09-18,0.001077
1990-09-19,-0.004999
1990-09-20,-0.015243
1990-09-21,-0.001751
1990-09-24,-0.020551
1990-09-25,0.009762
1990-09-26,-0.010294
1990-09-27,-0.014320
1990-09-28,0.014276
1990-10-01,0.026022
1990-10-02,0.002635
1990-10-03,-0.010339
1990-10-04,0.001654
1990-10-05,-0.004250
1990-10-08,0.005437
1990-10-09,-0.024176
1990-10-10,-0.015102
1990-10-11,-0.017224
1990-10-12,0.012246
1990-10-15,0.008453
1990-10-16,-0.013140
1990-10-17,0.000052
1990-10-18,0.021594
1990-10-19,0.017335
1990-10-22,0.007851
1990-10-23,-0.004400
1990-10-24,0.000212
1990-10-25,-0.005624
1990-10-26,-0.015955
1990-10-29,-0.008941
1990-10-30,0.004255
1990-10-31,0.000644
1990-11-01,0.008037
1990-11-02,0.014963
1990-11-05,0.009563
1990-11-06,-0.006524
1990-11-07,-0.015161
1990-11-08,0.004051
1990-11-09,0.017564
1990-11-12,0.018473
1990-11-13,-0.002922
1990-11-14,0.007987
1990-11-15,-0.008505
1990-11-16,-0.000187
1990-11-19,0.005659
1990-11-20,-0.010211
1990-11-21,0.001002
1990-11-23,-0.001948
1990-11-26,0.003071
1990-11-27,0.006739
1990-11-28,0.000746
1990-11-29,-0.003503
1990-11-30,0.015778
1990-12-03,0.006589
1990-12-04,0.007184
1990-12-05,0.011524
1990-12-06,-0.001445
1990-12-07,-0.003235
1990-12-10,0.002372
1990-12-11,-0.005682
1990-12-12,0.009204
1990-12-13,-0.000649
1990-12-14,-0.007353
1990-12-17,-0.003769
1990-12-18,0.011516
1990-12-19,0.001051
1990-12-20,0.000604
1990-12-21,0.003009
1990-12-24,-0.003690
1990-12-26,0.002638
1990-12-27,-0.005724
1990-12-28,0.000360
1990-12-31,0.004980
1991-01-02,-0.008813
1991-01-03,-0.011820
1991-01-04,-0.002309
1991-01-07,-0.016346
1991-01-08,-0.002727
1991-01-09,-0.009093
1991-01-10,0.009429
1991-01-11,0.000868
1991-01-14,-0.009508
1991-01-15,0.003183
1991-01-16,0.009464
1991-01-17,0.033074
1991-01-18,0.009020
1991-01-21,-0.000752
1991-01-22,-0.005899
1991-01-23,0.005906
1991-01-24,0.014341
1991-01-25,0.004249
1991-01-28,0.001523
1991-01-29,0.001066
1991-01-30,0.014963
1991-01-31,0.009568
1991-02-01,0.000271
1991-02-04,0.015715
1991-02-05,0.010277
1991-02-06,0.017859
1991-02-07,-0.003433
1991-02-08,0.006692
1991-02-11,0.023406
1991-02-12,-0.005439
1991-02-13,0.008805
1991-02-14,-0.011131
1991-02-15,0.011687
1991-02-19,0.001523
1991-02-20,-0.010218
1991-02-21,-0.000246
1991-02-22,0.002227
1991-02-25,0.004392
1991-02-26,-0.010480
1991-02-27,0.011476
1991-02-28,0.000805
1991-03-01,0.008371
1991-03-04,0.000792
1991-03-05,0.018720
1991-03-06,-0.000997
1991-03-07,0.000183
1991-03-08,-0.001836
1991-03-11,-0.005634
1991-03-12,-0.008146
1991-03-13,0.010826
1991-03-14,-0.001446
1991-03-15,-0.002086
1991-03-18,-0.002448
1991-03-19,-0.012276
1991-03-20,0.003676
1991-03-21,-0.002437
1991-03-22,0.001576
1991-03-25,0.006500
1991-03-26,0.016058
1991-03-27,0.000049
1991-03-28,-0.000331
1991-04-01,-0.007887
1991-04-02,0.019315
1991-04-03,0.001303
1991-04-04,0.003189
1991-04-05,-0.008957
1991-04-08,0.005881
1991-04-09,-0.010069
1991-04-10,-0.001837
1991-04-11,0.011522
1991-04-12,0.006035
1991-04-15,0.001968
1991-04-16,0.014233
1991-04-17,0.007752
1991-04-18,-0.004857
1991-04-19,-0.009834
1991-04-22,-0.009336
1991-04-23,0.001777
1991-04-24,0.002895
1991-04-25,-0.007303
1991-04-26,-0.001376
1991-04-29,-0.012574
1991-04-30,0.002211
1991-05-01,0.011984
1991-05-02,0.001922
1991-05-03,0.000813
1991-05-06,-0.001580
1991-05-07,-0.005006
1991-05-08,0.002347
1991-05-09,0.011488
1991-05-10,-0.015675
1991-05-13,0.001862
1991-05-14,-0.011850
1991-05-15,-0.009834
1991-05-16,0.009211
1991-05-17,-0.000181
1991-05-20,-0.000067
1991-05-21,0.007450
1991-05-22,0.002428
1991-05-23,-0.001313
1991-05-24,0.006375
1991-05-28,0.010607
1991-05-29,0.002654
1991-05-30,0.010109
1991-05-31,0.007133
1991-06-03,-0.002471
1991-06-04,-0.000321
1991-06-05,-0.005235
1991-06-06,-0.003385
1991-06-07,-0.009041
1991-06-10,-0.002186
1991-06-11,0.004424
1991-06-12,-0.010461
1991-06-13,0.002134
1991-06-14,0.010401
1991-06-17,-0.003775
1991-06-18,-0.003599
1991-06-19,-0.009258
1991-06-20,0.000214
1991-06-21,0.004215
1991-06-24,-0.016578
1991-06-25,-0.001745
1991-06-26,0.001376
1991-06-27,0.006771
1991-06-28,-0.006103
1991-07-01,0.015764
1991-07-02,-0.001009
1991-07-03,-0.009230
1991-07-05,0.001917
1991-07-08,0.008084
1991-07-09,-0.000854
1991-07-10,0.000404
1991-07-11,0.002929
1991-07-12,0.007602
1991-07-15,0.006161
1991-07-16,-0.001752
1991-07-17,-0.000131
1991-07-18,0.009041
1991-07-19,-0.001929
1991-07-22,-0.003425
1991-07-23,-0.008420
1991-07-24,-0.002706
1991-07-25,0.005378
1991-07-26,0.000878
1991-07-29,0.004775
1991-07-30,0.008723
1991-07-31,0.003968
1991-08-01,-0.000973
1991-08-02,0.000808
1991-08-05,-0.004846
1991-08-06,0.011969
1991-08-07,0.001144
1991-08-08,-0.001488
1991-08-09,-0.003925
1991-08-12,0.001978
1991-08-13,0.004441
1991-08-14,0.002259
1991-08-15,-0.001346
1991-08-16,-0.007974
1991-08-19,-0.023036
1991-08-20,0.007127
1991-08-21,0.027107
1991-08-22,0.002229
1991-08-23,0.006183
1991-08-26,-0.000292
1991-08-27,-0.000906
1991-08-28,0.008422
1991-08-29,0.000028
1991-08-30,-0.001435
1991-09-03,-0.007347
1991-09-04,-0.005382
1991-09-05,-0.002508
1991-09-06,0.000119
1991-09-09,-0.000995
1991-09-10,-0.010083
1991-09-11,0.001800
1991-09-12,0.006593
1991-09-13,-0.008549
1991-09-16,0.004197
1991-09-17,-0.000361
1991-09-18,0.003527
1991-09-19,0.003243
1991-09-20,0.002261
1991-09-23,-0.004277
1991-09-24,0.004591
1991-09-25,-0.001444
1991-09-26,-0.000196
1991-09-27,-0.001547
1991-09-30,0.005512
1991-10-01,0.002719
1991-10-02,-0.002361
1991-10-03,-0.008870
1991-10-04,-0.005721
1991-10-07,-0.005612
1991-10-08,0.002624
1991-10-09,-0.008432
1991-10-10,0.007061
1991-10-11,0.003056
1991-10-14,0.011955
1991-10-15,0.011922
1991-10-16,0.006814
1991-10-17,-0.002361
1991-10-18,0.001829
1991-10-21,-0.005529
1991-10-22,-0.003832
1991-10-23,-0.000460
1991-10-24,-0.007669
1991-10-25,-0.002843
1991-10-28,0.011439
1991-10-29,0.005907
1991-10-30,0.005325
1991-10-31,0.001294
1991-11-01,-0.002711
1991-11-04,-0.002984
1991-11-05,-0.002225
1991-11-06,0.002803
1991-11-07,0.009026
1991-11-08,0.000282
1991-11-11,0.001565
1991-11-12,0.008718
1991-11-13,0.001393
1991-11-14,-0.000983
1991-11-15,-0.034069
1991-11-18,0.005141
1991-11-19,-0.015426
1991-11-20,-0.001212
1991-11-21,0.004238
1991-11-22,-0.009163
1991-11-25,-0.003025
1991-11-26,0.004763
1991-11-27,-0.001972
1991-11-29,-0.001413
1991-12-02,0.013489
1991-12-03,0.000811
1991-12-04,-0.001293
1991-12-05,-0.005039
1991-12-06,0.003774
1991-12-09,-0.002034
1991-12-10,-0.001235
1991-12-11,-0.002004
1991-12-12,0.008720
1991-12-13,0.007073
1991-12-16,0.001531
1991-12-17,-0.004858
1991-12-18,0.001109
1991-12-19,-0.003845
1991-12-20,0.009688
1991-12-23,0.022189
1991-12-24,0.008170
1991-12-26,0.013938
1991-12-27,0.006093
1991-12-30,0.020303
1991-12-31,0.006064
1992-01-02,-0.000592
1992-01-03,0.005579
1992-01-06,0.000018
1992-01-07,0.000525
1992-01-08,0.003954
1992-01-09,0.002775
1992-01-10,-0.005939
1992-01-13,-0.000875
1992-01-14,0.013024
1992-01-15,0.002916
1992-01-16,-0.005337
1992-01-17,0.001255
1992-01-20,-0.005989
1992-01-21,-0.011051
1992-01-22,0.013444
1992-01-23,-0.004011
1992-01-24,0.001264
1992-01-27,-0.001468
